label,sms
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol   
ham,I will come tomorrow di   
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time   
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+   "
ham,Dont know you bring some food   
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford   
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard   "
ham,"Sir, i am waiting for your call, once free please call me.   "
ham,Here got lots of hair dresser fr china.   
ham,Oh great. I.ll disturb him more so that we can talk.   
ham,Oh ya ya. I remember da. .   
ham,I wont touch you with out your permission.   
ham,Arun can u transfr me d amt   
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub   
ham,What time should I tell my friend to be around?   
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...   "
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.   
ham,When i have stuff to sell i.ll tell you   
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)   
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?   
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no   
ham,aathi..where are you dear..   
ham,Will you be here for food   
ham,Can Ì_ send me a copy of da report?   
ham,I am not sure about night menu. . . I know only about noon menu   
ham,Ya but it cant display internal subs so i gotta extract them   
ham,"I don't think I can get away for a trek that long with family in town, sorry   "
ham,I will reach ur home in  &lt;#&gt;  minutes   
ham,That's one of the issues but california is okay. No snow so its manageable   
ham,Pls dont forget to study   
ham,How are you holding up?   
ham,No break time one... How... I come out n get my stuff fr Ì_?   
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now   
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.   
ham,"Hm good morning, headache anyone? :-)   "
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams   
ham,Juz go google n search 4 qet...   
ham,Yup... How Ì_ noe leh...   
ham,Dear i have reache room   
ham,Excellent! Wish we were together right now!   
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.   "
ham,Yeah I'll try to scrounge something up   
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!   "
ham,"K, I'll work something out   "
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice   
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.   
ham,Ok... Let u noe when i leave my house.   
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p   "
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.   
ham,I am not at all happy with what you saying or doing   
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished   "
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!   
ham,I don't think he has spatula hands!   
ham,Finished class where are you.   
ham,So what did the bank say about the money?   
ham,"Just arrived, see you in a couple days &lt;3   "
ham,Okay. I've seen it. So i should pick it on friday?   
ham,K...k...when will you give treat?   
ham,I had askd u a question some hours before. Its answer   
ham,You still at the game?   
ham,"How long before you get reply, just defer admission til next semester   "
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate   "
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.   "
ham,Ya it came a while ago   
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.   "
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry   "
ham,Hi its in durban are you still on this number   
ham,U know we watchin at lido?   
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.   "
ham,Can do lor...   
ham,Thank you. I like you as well...   
ham,"Probably, want to pick up more?   "
ham,Where u been hiding stranger?   
ham,"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?   "
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE   "
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597   
ham,Tmr timin still da same wat cos i got lesson until 6...   
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas   "
ham,Ok lor thanx... ÌÏ in school?   
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..   
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan   
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM   
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...   "
ham,Can you just come in for a sec? There's somebody here I want you to see   
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...    "
ham,I have no idea where you are   
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...   "
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04    
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply   "
ham,"\alright babe  justthought iåÕd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.\""""  "
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!   
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !   "
ham,I have gone into get info bt dont know what to do   
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.   "
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP   "
ham,Ok. So april. Cant wait   
ham,Lmao but its so fun...   
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p   
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?   
ham,Send me the new number   
ham,Oh god i am happy to see your message after 3 days   
ham,G.W.R   
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text   "
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night   
ham,Shall i get my pouch?   
ham,Your brother is a genius   
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""   "
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...    "
ham,:)    
ham,Reverse is cheating. That is not mathematics.   
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1   
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..   
ham,She's fine. Sends her greetings   
ham,I'm done oredi...   
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)   "
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1   
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now   
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........   "
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.   
ham,"Hiya, had a good day? Have you spoken to since the weekend?   "
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070   
ham,"Sorry, I'll call later   "
ham,Good Morning plz call me sir   
ham,Come by our room at some point so we can iron out the plan for this weekend   
ham,"Well, I meant as opposed to my drunken night of before   "
ham,Oh ok wait 4 me there... My lect havent finish   
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.   
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around   "
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite   "
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?   
ham,Yes:)here tv is always available in work place..   
ham,"Excellent, I'll see what riley's plans are   "
ham,Also remember to get dobby's bowl from your car   
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!   
ham,Tell them the drug dealer's getting impatient   
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.   
